time, x_ref, y_ref, heading_ref, v_ref, steering_ref
44.78, 194.793, -8.57761, 0.659429, 5, 0.630694
44.79, 194.836, -8.54339, 0.67373, 5, 0.610826
44.8, 194.88, -8.50816, 0.687441, 5, 0.591019
44.81, 194.923, -8.47196, 0.700578, 5, 0.571313
44.82, 194.967, -8.43481, 0.71316, 5, 0.551743
44.83, 195.01, -8.39671, 0.725204, 5, 0.532344
44.84, 195.054, -8.3577, 0.736728, 5, 0.513145
44.85, 195.097, -8.3178, 0.747749, 5, 0.494172
44.86, 195.141, -8.27703, 0.758284, 5, 0.475447
44.87, 195.184, -8.2354, 0.768348, 5, 0.45699
44.88, 195.228, -8.19295, 0.777957, 5, 0.438817
44.89, 195.271, -8.1497, 0.787126, 5, 0.42094
44.9, 195.315, -8.10566, 0.79587, 5, 0.403371
44.91, 195.358, -8.06086, 0.804202, 5, 0.386115
44.92, 195.402, -8.01533, 0.812135, 5, 0.369179
44.93, 195.445, -7.96909, 0.819683, 5, 0.352564
44.94, 195.489, -7.92216, 0.826857, 5, 0.336272
44.95, 195.532, -7.87457, 0.833668, 5, 0.320301
44.96, 195.576, -7.82634, 0.840129, 5, 0.304648
44.97, 195.619, -7.77749, 0.846249, 5, 0.289309
44.98, 195.663, -7.72806, 0.852039, 5, 0.274278
44.99, 195.706, -7.67806, 0.857507, 5, 0.259548
45, 195.75, -7.62752, 0.862663, 5, 0.245112
45.01, 195.793, -7.57646, 0.867516, 5, 0.230961
45.02, 195.837, -7.52492, 0.872072, 5, 0.217086
45.03, 195.88, -7.47291, 0.87634, 5, 0.203476
45.04, 195.924, -7.42047, 0.880328, 5, 0.190122
45.05, 195.967, -7.36761, 0.88404, 5, 0.177014
45.06, 196.011, -7.31437, 0.887485, 5, 0.164139
45.07, 196.054, -7.26076, 0.890667, 5, 0.151487
45.08, 196.098, -7.20682, 0.893593, 5, 0.139048
45.09, 196.141, -7.15257, 0.896267, 5, 0.126808
45.1, 196.185, -7.09803, 0.898694, 5, 0.114758
45.11, 196.228, -7.04323, 0.900879, 5, 0.102886
45.12, 196.272, -6.98821, 0.902826, 5, 0.0911796
45.13, 196.315, -6.93297, 0.904538, 5, 0.0796291
45.14, 196.359, -6.87755, 0.906019, 5, 0.068223
45.15, 196.402, -6.82198, 0.907272, 5, 0.0569503
45.16, 196.446, -6.76627, 0.9083, 5, 0.0458002
45.17, 196.489, -6.71047, 0.909106, 5, 0.0347623
45.18, 196.533, -6.65458, 0.909692, 5, 0.0238262
45.19, 196.576, -6.59863, 0.91006, 5, 0.0129817
45.2, 196.62, -6.54266, 0.910212, 5, 0.00221889
45.21, 196.663, -6.48668, 0.910149, 5, -0.00847194
45.22, 196.707, -6.43072, 0.909873, 5, -0.0191003
45.23, 196.75, -6.3748, 0.909385, 5, -0.0296753
45.24, 196.794, -6.31895, 0.908686, 5, -0.0402059
45.25, 196.837, -6.2632, 0.907776, 5, -0.0507009
45.26, 196.881, -6.20756, 0.906657, 5, -0.0611686
45.27, 196.924, -6.15206, 0.905327, 5, -0.0716172
45.28, 196.968, -6.09672, 0.903787, 5, -0.0820545
45.29, 197.011, -6.04158, 0.902037, 5, -0.092488
45.3, 197.055, -5.98664, 0.900077, 5, -0.102925
45.31, 197.098, -5.93193, 0.897905, 5, -0.113372
45.32, 197.142, -5.87748, 0.895522, 5, -0.123836
45.33, 197.185, -5.82331, 0.892926, 5, -0.134324
45.34, 197.229, -5.76943, 0.890116, 5, -0.14484
45.35, 197.272, -5.71588, 0.887091, 5, -0.15539
45.36, 197.316, -5.66267, 0.883849, 5, -0.16598
45.37, 197.359, -5.60982, 0.88039, 5, -0.176613
45.38, 197.403, -5.55735, 0.87671, 5, -0.187295
45.39, 197.446, -5.50529, 0.872808, 5, -0.198028
45.4, 197.49, -5.45364, 0.868683, 5, -0.208816
45.41, 197.533, -5.40244, 0.864331, 5, -0.219661
45.42, 197.577, -5.3517, 0.859752, 5, -0.230565
45.43, 197.62, -5.30145, 0.854941, 5, -0.24153
45.44, 197.664, -5.25168, 0.849897, 5, -0.252556
45.45, 197.707, -5.20244, 0.844617, 5, -0.263644
45.46, 197.751, -5.15372, 0.839099, 5, -0.274793
45.47, 197.794, -5.10556, 0.833339, 5, -0.286001
45.48, 197.838, -5.05796, 0.827336, 5, -0.297267
45.49, 197.881, -5.01094, 0.821085, 5, -0.308588
45.5, 197.925, -4.96452, 0.814584, 5, -0.31996
45.51, 197.968, -4.91871, 0.80783, 5, -0.331378
45.52, 198.012, -4.87353, 0.80082, 5, -0.342837
45.53, 198.055, -4.82899, 0.793552, 5, -0.354332
45.54, 198.099, -4.78511, 0.786021, 5, -0.365853
45.55, 198.142, -4.74189, 0.778227, 5, -0.377394
45.56, 198.186, -4.69935, 0.770165, 5, -0.388945
45.57, 198.229, -4.6575, 0.761833, 5, -0.400496
45.58, 198.273, -4.61636, 0.753229, 5, -0.412036
45.59, 198.316, -4.57593, 0.74435, 5, -0.423553
45.6, 198.36, -4.53623, 0.735195, 5, -0.435033
45.61, 198.403, -4.49726, 0.72576, 5, -0.446463
45.62, 198.447, -4.45904, 0.716046, 5, -0.457828
45.63, 198.49, -4.42156, 0.70605, 5, -0.469111
45.64, 198.534, -4.38485, 0.695772, 5, -0.480297
45.65, 198.577, -4.34891, 0.685211, 5, -0.491368
45.66, 198.621, -4.31375, 0.674366, 5, -0.502304
45.67, 198.664, -4.27937, 0.663239, 5, -0.513089
45.68, 198.708, -4.24578, 0.65183, 5, -0.5237
45.69, 198.751, -4.21298, 0.64014, 5, -0.534119
45.7, 198.795, -4.18099, 0.628172, 5, -0.544325
45.71, 198.838, -4.14979, 0.615928, 5, -0.554296
45.72, 198.882, -4.11941, 0.603412, 5, -0.56401
45.73, 198.925, -4.08984, 0.590628, 5, -0.573447
45.74, 198.969, -4.06108, 0.57758, 5, -0.582583
45.75, 199.012, -4.03314, 0.564275, 5, -0.591397
45.76, 199.056, -4.00602, 0.550719, 5, -0.599868
45.77, 199.099, -3.97971, 0.53692, 5, -0.607972
45.78, 199.143, -3.95423, 0.522886, 5, -0.615688
45.79, 199.186, -3.92957, 0.508626, 5, -0.622994
45.8, 199.23, -3.90572, 0.494152, 5, -0.629871
45.81, 199.273, -3.8827, 0.479474, 5, -0.636296
45.82, 199.317, -3.86049, 0.464604, 5, -0.642249
45.83, 199.36, -3.83909, 0.449557, 5, -0.647711
45.84, 199.404, -3.81851, 0.434345, 5, -0.652664
45.85, 199.447, -3.79873, 0.418985, 5, -0.657088
45.86, 199.491, -3.77976, 0.403493, 5, -0.660966
45.87, 199.534, -3.76159, 0.387885, 5, -0.664281
45.88, 199.578, -3.74421, 0.372179, 5, -0.667018
45.89, 199.621, -3.72762, 0.356395, 5, -0.669162
45.9, 199.665, -3.71182, 0.34055, 5, -0.670698
45.91, 199.708, -3.69679, 0.324666, 5, -0.671613
45.92, 199.752, -3.68254, 0.308762, 5, -0.671894
45.93, 199.795, -3.66904, 0.292859, 5, -0.671532
45.94, 199.839, -3.6563, 0.276979, 5, -0.670514
45.95, 199.882, -3.64431, 0.261143, 5, -0.668833
45.96, 199.926, -3.63305, 0.245372, 5, -0.66648
45.97, 199.969, -3.62252, 0.229688, 5, -0.663447
45.98, 200.013, -3.6127, 0.214113, 5, -0.659729
45.99, 200.056, -3.60359, 0.198668, 5, -0.65532
46, 200.1, -3.59518, 0.183375, 5, -0.650216
46.01, 200.143, -3.58746, 0.168253, 5, -0.644415
46.02, 200.187, -3.5804, 0.153324, 5, -0.637914
46.03, 200.23, -3.57401, 0.138608, 5, -0.630713
46.04, 200.274, -3.56826, 0.124122, 5, -0.622812
46.05, 200.317, -3.56315, 0.109887, 5, -0.614212
46.06, 200.361, -3.55866, 0.09592, 5, -0.604917
46.07, 200.404, -3.55477, 0.0822376, 5, -0.594929
46.08, 200.448, -3.55148, 0.0688565, 5, -0.584254
46.09, 200.491, -3.54877, 0.055792, 5, -0.572898
46.1, 200.535, -3.54662, 0.0430586, 5, -0.560868
46.11, 200.578, -3.54501, 0.03067, 5, -0.548173
46.12, 200.622, -3.54394, 0.0186389, 5, -0.534821
46.13, 200.665, -3.54339, 0.00697732, 5, -0.520825
46.14, 200.709, -3.54333, -0.00430385, 5, -0.506196
46.15, 200.752, -3.54376, -0.0151944, 5, -0.490946
46.16, 200.796, -3.54465, -0.0256851, 5, -0.475092
46.17, 200.839, -3.54598, -0.0357672, 5, -0.458648
46.18, 200.883, -3.54775, -0.0454332, 5, -0.441631
46.19, 200.926, -3.54993, -0.054676, 5, -0.42406
46.2, 200.97, -3.55251, -0.0634893, 5, -0.405952
46.21, 201.013, -3.55546, -0.0718673, 5, -0.387329
46.22, 201.057, -3.55877, -0.0798051, 5, -0.368212
46.23, 201.1, -3.56241, -0.0872982, 5, -0.348622
46.24, 201.144, -3.56637, -0.0943426, 5, -0.328584
46.25, 201.187, -3.57064, -0.100935, 5, -0.308121
46.26, 201.231, -3.57518, -0.107072, 5, -0.287259
46.27, 201.274, -3.57998, -0.112751, 5, -0.266023
46.28, 201.318, -3.58502, -0.117971, 5, -0.244441
46.29, 201.361, -3.59028, -0.122728, 5, -0.222539
46.3, 201.405, -3.59575, -0.127021, 5, -0.200346
46.31, 201.448, -3.60139, -0.13085, 5, -0.17789
46.32, 201.492, -3.60719, -0.134213, 5, -0.155202
46.33, 201.535, -3.61313, -0.137108, 5, -0.132309
46.34, 201.579, -3.61919, -0.139536, 5, -0.109244
46.35, 201.622, -3.62534, -0.141495, 5, -0.0860353
46.36, 201.666, -3.63157, -0.142986, 5, -0.0627147
46.37, 201.709, -3.63786, -0.144007, 5, -0.0393129
46.38, 201.753, -3.64418, -0.144559, 5, -0.0158611
46.39, 201.796, -3.65052, -0.144642, 5, 0.00760958
46.4, 201.84, -3.65685, -0.144255, 5, 0.0310679
46.41, 201.883, -3.66315, -0.143399, 5, 0.0544826
46.42, 201.927, -3.6694, -0.142073, 5, 0.0778226
46.43, 201.97, -3.67559, -0.14028, 5, 0.101057
46.44, 202.014, -3.68168, -0.138017, 5, 0.124155
46.45, 202.057, -3.68766, -0.135288, 5, 0.147087
46.46, 202.101, -3.69352, -0.132091, 5, 0.169822
46.47, 202.144, -3.69922, -0.128429, 5, 0.19233
46.48, 202.188, -3.70474, -0.124302, 5, 0.214583
46.49, 202.231, -3.71008, -0.119712, 5, 0.236551
46.5, 202.275, -3.7152, -0.11466, 5, 0.258207
46.51, 202.318, -3.72009, -0.109149, 5, 0.279524
46.52, 202.362, -3.72473, -0.10318, 5, 0.300475
46.53, 202.405, -3.72909, -0.0967555, 5, 0.321033
46.54, 202.449, -3.73317, -0.0898793, 5, 0.341174
46.55, 202.492, -3.73693, -0.0825544, 5, 0.360874
46.56, 202.536, -3.74036, -0.0747846, 5, 0.380109
46.57, 202.579, -3.74344, -0.0665743, 5, 0.398857
46.58, 202.623, -3.74615, -0.0579285, 5, 0.417097
46.59, 202.666, -3.74848, -0.0488525, 5, 0.434808
46.6, 202.71, -3.7504, -0.0393525, 5, 0.451972
46.61, 202.753, -3.7519, -0.0294353, 5, 0.46857
46.62, 202.797, -3.75296, -0.0191084, 5, 0.484586
46.63, 202.84, -3.75356, -0.00838005, 5, 0.500003
46.64, 202.884, -3.75368, 0.00274071, 5, 0.514808
46.65, 202.927, -3.75331, 0.014244, 5, 0.528986
46.66, 202.971, -3.75244, 0.0261192, 5, 0.542526
46.67, 203.014, -3.75103, 0.0383548, 5, 0.555417
46.68, 203.058, -3.74909, 0.0509383, 5, 0.567648
46.69, 203.101, -3.74659, 0.0638564, 5, 0.579211
46.7, 203.145, -3.74352, 0.0770951, 5, 0.590099
46.71, 203.188, -3.73987, 0.0906392, 5, 0.600305
46.72, 203.232, -3.73561, 0.104473, 5, 0.609824
46.73, 203.275, -3.73074, 0.11858, 5, 0.618652
46.74, 203.319, -3.72524, 0.132942, 5, 0.626786
46.75, 203.362, -3.7191, 0.147542, 5, 0.634225
46.76, 203.406, -3.71231, 0.16236, 5, 0.640968
46.77, 203.449, -3.70485, 0.177377, 5, 0.647015
46.78, 203.493, -3.69671, 0.192573, 5, 0.652368
46.79, 203.536, -3.68788, 0.207928, 5, 0.65703
46.8, 203.58, -3.67835, 0.223421, 5, 0.661004
46.81, 203.623, -3.66811, 0.23903, 5, 0.664295
46.82, 203.667, -3.65715, 0.254734, 5, 0.666909
46.83, 203.71, -3.64545, 0.270512, 5, 0.668854
46.84, 203.754, -3.63302, 0.286342, 5, 0.670135
46.85, 203.797, -3.61983, 0.302204, 5, 0.670764
46.86, 203.841, -3.60589, 0.318075, 5, 0.670749
46.87, 203.884, -3.59118, 0.333936, 5, 0.670102
46.88, 203.928, -3.57571, 0.349765, 5, 0.668834
46.89, 203.971, -3.55945, 0.365544, 5, 0.666959
46.9, 204.015, -3.54241, 0.381252, 5, 0.66449
46.91, 204.058, -3.52457, 0.396871, 5, 0.661441
46.92, 204.102, -3.50594, 0.412383, 5, 0.657829
46.93, 204.145, -3.48651, 0.42777, 5, 0.65367
46.94, 204.189, -3.46627, 0.443018, 5, 0.648981
46.95, 204.232, -3.44523, 0.458109, 5, 0.64378
46.96, 204.276, -3.42337, 0.473031, 5, 0.638086
46.97, 204.319, -3.4007, 0.487768, 5, 0.631918
46.98, 204.363, -3.37722, 0.502309, 5, 0.625296
46.99, 204.406, -3.35291, 0.516642, 5, 0.61824
47, 204.45, -3.32779, 0.530756, 5, 0.610772
47.01, 204.493, -3.30185, 0.544641, 5, 0.602913
47.02, 204.537, -3.27509, 0.55829, 5, 0.594684
47.03, 204.58, -3.24751, 0.571693, 5, 0.586107
47.04, 204.624, -3.21912, 0.584845, 5, 0.577204
47.05, 204.667, -3.18991, 0.597739, 5, 0.567998
47.06, 204.711, -3.15989, 0.610369, 5, 0.55851
47.07, 204.754, -3.12906, 0.622732, 5, 0.548762
47.08, 204.798, -3.09742, 0.634824, 5, 0.538775
47.09, 204.841, -3.06498, 0.646642, 5, 0.528572
47.1, 204.885, -3.03174, 0.658183, 5, 0.518172
47.11, 204.928, -2.99771, 0.669447, 5, 0.507597
47.12, 204.972, -2.9629, 0.680432, 5, 0.496866
47.13, 205.015, -2.9273, 0.691137, 5, 0.485998
47.14, 205.059, -2.89093, 0.701562, 5, 0.475013
47.15, 205.102, -2.85379, 0.711708, 5, 0.463928
47.16, 205.146, -2.81589, 0.721576, 5, 0.45276
47.17, 205.189, -2.77725, 0.731167, 5, 0.441525
47.18, 205.233, -2.73786, 0.740483, 5, 0.430239
47.19, 205.276, -2.69773, 0.749524, 5, 0.418916
47.2, 205.32, -2.65689, 0.758294, 5, 0.40757
47.21, 205.363, -2.61533, 0.766795, 5, 0.396214
47.22, 205.407, -2.57307, 0.775029, 5, 0.384859
47.23, 205.45, -2.53012, 0.782998, 5, 0.373515
47.24, 205.494, -2.48649, 0.790706, 5, 0.362193
47.25, 205.537, -2.4422, 0.798155, 5, 0.350901
47.26, 205.581, -2.39725, 0.805349, 5, 0.339648
47.27, 205.624, -2.35166, 0.81229, 5, 0.32844
47.28, 205.668, -2.30544, 0.818981, 5, 0.317283
47.29, 205.711, -2.25861, 0.825426, 5, 0.306183
47.3, 205.755, -2.21119, 0.831627, 5, 0.295144
47.31, 205.798, -2.16318, 0.837588, 5, 0.284169
47.32, 205.842, -2.1146, 0.843311, 5, 0.273262
47.33, 205.885, -2.06547, 0.8488, 5, 0.262424
47.34, 205.929, -2.01581, 0.854057, 5, 0.251656
47.35, 205.972, -1.96563, 0.859085, 5, 0.240961
47.36, 206.016, -1.91495, 0.863887, 5, 0.230337
47.37, 206.059, -1.86378, 0.868466, 5, 0.219783
47.38, 206.103, -1.81215, 0.872824, 5, 0.2093
47.39, 206.146, -1.76007, 0.876963, 5, 0.198885
47.4, 206.19, -1.70757, 0.880887, 5, 0.188535
47.41, 206.233, -1.65465, 0.884596, 5, 0.178249
47.42, 206.277, -1.60134, 0.888094, 5, 0.168023
47.43, 206.32, -1.54766, 0.891382, 5, 0.157854
47.44, 206.364, -1.49363, 0.894461, 5, 0.147737
47.45, 206.407, -1.43928, 0.897335, 5, 0.137668
47.46, 206.451, -1.38461, 0.900004, 5, 0.127643
47.47, 206.494, -1.32965, 0.902469, 5, 0.117657
47.48, 206.538, -1.27442, 0.904732, 5, 0.107704
47.49, 206.581, -1.21895, 0.906794, 5, 0.0977784
47.5, 206.625, -1.16325, 0.908656, 5, 0.0878746
47.51, 206.668, -1.10735, 0.910319, 5, 0.0779862
47.52, 206.712, -1.05127, 0.911782, 5, 0.0681069
47.53, 206.755, -0.995033, 0.913047, 5, 0.05823
47.54, 206.799, -0.938658, 0.914114, 5, 0.0483487
47.55, 206.842, -0.882171, 0.914983, 5, 0.0384557
47.56, 206.886, -0.825594, 0.915653, 5, 0.0285438
47.57, 206.929, -0.76895, 0.916124, 5, 0.0186054
47.58, 206.973, -0.712262, 0.916397, 5, 0.00863295
47.59, 207.016, -0.655554, 0.91647, 5, -0.00138155
47.6, 207.06, -0.598849, 0.916341, 5, -0.0114461
47.61, 207.103, -0.542171, 0.916011, 5, -0.021569
47.62, 207.147, -0.485543, 0.915478, 5, -0.0317585
47.63, 207.19, -0.42899, 0.91474, 5, -0.0420231
47.64, 207.234, -0.372536, 0.913795, 5, -0.0523716
47.65, 207.277, -0.316203, 0.912642, 5, -0.0628126
47.66, 207.321, -0.260017, 0.911279, 5, -0.073355
47.67, 207.364, -0.204001, 0.909702, 5, -0.0840078
47.68, 207.408, -0.14818, 0.90791, 5, -0.0947801
47.69, 207.451, -0.0925765, 0.905899, 5, -0.105681
47.7, 207.495, -0.0372158, 0.903666, 5, -0.11672
47.71, 207.538, 0.0178784, 0.901207, 5, -0.127905
47.72, 207.582, 0.0726822, 0.89852, 5, -0.139247
47.73, 207.625, 0.127172, 0.8956, 5, -0.150753
47.74, 207.669, 0.181323, 0.892442, 5, -0.162434
47.75, 207.712, 0.235112, 0.889043, 5, -0.174298
47.76, 207.756, 0.288515, 0.885397, 5, -0.186354
47.77, 207.799, 0.341509, 0.8815, 5, -0.198611
47.78, 207.843, 0.39407, 0.877345, 5, -0.211076
47.79, 207.886, 0.446175, 0.872927, 5, -0.223758
47.8, 207.93, 0.4978, 0.86824, 5, -0.236664
47.81, 207.973, 0.548923, 0.863277, 5, -0.249802
47.82, 208.017, 0.59952, 0.858032, 5, -0.263177
47.83, 208.06, 0.64957, 0.852498, 5, -0.276796
47.84, 208.104, 0.699048, 0.846666, 5, -0.290665
47.85, 208.147, 0.747934, 0.84053, 5, -0.304786
47.86, 208.191, 0.796204, 0.83408, 5, -0.319164
47.87, 208.234, 0.843838, 0.827308, 5, -0.333801
47.88, 208.278, 0.890813, 0.820206, 5, -0.348697
47.89, 208.321, 0.937108, 0.812763, 5, -0.363853
47.9, 208.365, 0.982703, 0.80497, 5, -0.379266
47.91, 208.408, 1.02758, 0.796817, 5, -0.394933
47.92, 208.452, 1.07171, 0.788293, 5, -0.410848
47.93, 208.495, 1.11507, 0.779388, 5, -0.427005
47.94, 208.539, 1.15766, 0.770089, 5, -0.443394
47.95, 208.582, 1.19944, 0.760387, 5, -0.460003
47.96, 208.626, 1.24041, 0.750267, 5, -0.476819
47.97, 208.669, 1.28053, 0.739719, 5, -0.493826
47.98, 208.713, 1.31979, 0.728731, 5, -0.511004
47.99, 208.756, 1.35818, 0.717288, 5, -0.528333
48, 208.8, 1.39568, 0.705379, 5, -0.54579
48.01, 208.843, 1.43226, 0.692991, 5, -0.563346
48.02, 208.887, 1.46791, 0.68011, 5, -0.580974
48.03, 208.93, 1.50262, 0.666724, 5, -0.598641
48.04, 208.974, 1.53637, 0.65282, 5, -0.616315
48.05, 209.017, 1.56914, 0.638385, 5, -0.633958
48.06, 209.061, 1.60092, 0.623408, 5, -0.651531
48.07, 209.104, 1.6317, 0.607877, 5, -0.668995
48.08, 209.148, 1.66145, 0.59178, 5, -0.686308
48.09, 209.191, 1.69017, 0.575108, 5, -0.703425
48.1, 209.235, 1.71784, 0.557851, 5, -0.720302
48.11, 209.278, 1.74445, 0.540001, 5, -0.736893
48.12, 209.322, 1.76999, 0.521552, 5, -0.753151
48.13, 209.365, 1.79444, 0.5025, 5, -0.769032
48.14, 209.409, 1.81779, 0.48284, 5, -0.784487
48.15, 209.452, 1.84004, 0.462573, 5, -0.799473
48.16, 209.496, 1.86117, 0.441699, 5, -0.813942
48.17, 209.539, 1.88118, 0.420223, 5, -0.827852
48.18, 209.583, 1.90005, 0.398153, 5, -0.84116
48.19, 209.626, 1.91777, 0.375498, 5, -0.853826
48.2, 209.67, 1.93434, 0.352272, 5, -0.865809
48.21, 209.713, 1.94975, 0.328492, 5, -0.877074
48.22, 209.757, 1.96399, 0.30418, 5, -0.887586
48.23, 209.8, 1.97706, 0.27936, 5, -0.897312
48.24, 209.844, 1.98895, 0.254061, 5, -0.906223
48.25, 209.887, 1.99965, 0.228316, 5, -0.914292
48.26, 209.931, 2.00916, 0.202161, 5, -0.921494
48.27, 209.974, 2.01748, 0.175636, 5, -0.927808
48.28, 210.018, 2.0246, 0.148786, 5, -0.933214
48.29, 210.061, 2.03052, 0.121656, 5, -0.937697
48.3, 210.105, 2.03523, 0.0942974, 5, -0.941243
48.31, 210.148, 2.03875, 0.0667614, 5, -0.943842
48.32, 210.192, 2.04105, 0.0391022, 5, -0.945484
48.33, 210.235, 2.04215, 0.0113752, 5, -0.946166
48.34, 210.279, 2.04204, -0.0163635, 5, -0.945885
48.35, 210.322, 2.04073, -0.0440577, 5, -0.944641
48.36, 210.366, 2.03821, -0.0716516, 5, -0.942437
48.37, 210.409, 2.03448, -0.0990903, 5, -0.939279
48.38, 210.453, 2.02956, -0.126321, 5, -0.935176
48.39, 210.496, 2.02343, -0.153292, 5, -0.930138
48.4, 210.54, 2.01612, -0.179956, 5, -0.92418
48.41, 210.583, 2.00761, -0.206266, 5, -0.917319
48.42, 210.627, 1.99791, -0.232181, 5, -0.909573
48.43, 210.67, 1.98704, -0.257663, 5, -0.900966
48.44, 210.714, 1.97499, -0.282677, 5, -0.891522
48.45, 210.757, 1.96177, -0.307192, 5, -0.881269
48.46, 210.801, 1.94739, -0.331181, 5, -0.870238
48.47, 210.844, 1.93186, -0.354621, 5, -0.858459
48.48, 210.888, 1.91518, -0.377493, 5, -0.845969
48.49, 210.931, 1.89737, -0.399781, 5, -0.832806
48.5, 210.975, 1.87842, -0.421474, 5, -0.819007
48.51, 211.018, 1.85836, -0.442562, 5, -0.804614
48.52, 211.062, 1.8372, -0.46304, 5, -0.789669
48.53, 211.105, 1.81493, -0.482904, 5, -0.774217
48.54, 211.149, 1.79159, -0.502155, 5, -0.758302
48.55, 211.192, 1.76717, -0.520794, 5, -0.74197
48.56, 211.236, 1.74169, -0.538825, 5, -0.725266
48.57, 211.279, 1.71516, -0.556253, 5, -0.708236
48.58, 211.323, 1.6876, -0.573086, 5, -0.690927
48.59, 211.366, 1.65902, -0.589332, 5, -0.673382
48.6, 211.41, 1.62944, -0.605001, 5, -0.655646
48.61, 211.453, 1.59886, -0.620102, 5, -0.637761
48.62, 211.497, 1.56732, -0.634647, 5, -0.619769
48.63, 211.54, 1.53482, -0.648648, 5, -0.601708
48.64, 211.584, 1.50137, -0.662117, 5, -0.583616
48.65, 211.627, 1.46701, -0.675066, 5, -0.565528
48.66, 211.671, 1.43173, -0.687509, 5, -0.547477
48.67, 211.714, 1.39557, -0.699456, 5, -0.529492
48.68, 211.758, 1.35854, -0.710922, 5, -0.5116
48.69, 211.801, 1.32066, -0.721919, 5, -0.493828
48.7, 211.845, 1.28195, -0.732459, 5, -0.476197
48.71, 211.888, 1.24242, -0.742554, 5, -0.458727
48.72, 211.932, 1.2021, -0.752217, 5, -0.441434
48.73, 211.975, 1.16102, -0.76146, 5, -0.424334
48.74, 212.019, 1.11918, -0.770292, 5, -0.407438
48.75, 212.062, 1.07661, -0.778727, 5, -0.390757
48.76, 212.106, 1.03334, -0.786773, 5, -0.374298
48.77, 212.149, 0.989382, -0.794443, 5, -0.358066
48.78, 212.193, 0.94476, -0.801745, 5, -0.342065
48.79, 212.236, 0.899498, -0.808688, 5, -0.326298
48.8, 212.28, 0.853618, -0.815283, 5, -0.310764
48.81, 212.323, 0.807144, -0.821538, 5, -0.295463
48.82, 212.367, 0.760099, -0.827461, 5, -0.280391
48.83, 212.41, 0.712507, -0.83306, 5, -0.265545
48.84, 212.454, 0.664392, -0.838342, 5, -0.25092
48.85, 212.497, 0.615778, -0.843315, 5, -0.236509
48.86, 212.541, 0.56669, -0.847985, 5, -0.222307
48.87, 212.584, 0.517153, -0.852359, 5, -0.208305
48.88, 212.628, 0.467191, -0.856442, 5, -0.194495
48.89, 212.671, 0.41683, -0.86024, 5, -0.180868
48.9, 212.715, 0.366096, -0.863758, 5, -0.167415
48.91, 212.758, 0.315012, -0.867001, 5, -0.154126
48.92, 212.802, 0.263606, -0.869974, 5, -0.140991
48.93, 212.845, 0.211903, -0.87268, 5, -0.127998
48.94, 212.889, 0.159929, -0.875123, 5, -0.115138
48.95, 212.932, 0.10771, -0.877307, 5, -0.102399
48.96, 212.976, 0.0552722, -0.879234, 5, -0.0897696
48.97, 213.019, 0.00264192, -0.880908, 5, -0.0772385
48.98, 213.063, -0.0501546, -0.882331, 5, -0.0647944
48.99, 213.106, -0.103091, -0.883504, 5, -0.0524255
49, 213.15, -0.156141, -0.88443, 5, -0.0401202
49.01, 213.193, -0.209277, -0.88511, 5, -0.0278668
49.02, 213.237, -0.262475, -0.885546, 5, -0.0156536
49.03, 213.28, -0.315706, -0.885737, 5, -0.00346896
49.04, 213.324, -0.368945, -0.885684, 5, 0.00869891
49.05, 213.367, -0.422165, -0.885389, 5, 0.0208616
49.06, 213.411, -0.475339, -0.88485, 5, 0.0330306
49.07, 213.454, -0.528442, -0.884067, 5, 0.0452174
49.08, 213.498, -0.581447, -0.88304, 5, 0.0574334
49.09, 213.541, -0.634328, -0.881767, 5, 0.0696899
49.1, 213.585, -0.687059, -0.880247, 5, 0.081998
49.11, 213.628, -0.739613, -0.878479, 5, 0.0943685
49.12, 213.672, -0.791965, -0.87646, 5, 0.106812
49.13, 213.715, -0.84409, -0.874189, 5, 0.11934
49.14, 213.759, -0.895961, -0.871663, 5, 0.131962
49.15, 213.802, -0.947553, -0.868879, 5, 0.144688
49.16, 213.846, -0.998842, -0.865834, 5, 0.157528
49.17, 213.889, -1.0498, -0.862524, 5, 0.170491
49.18, 213.933, -1.10041, -0.858946, 5, 0.183586
49.19, 213.976, -1.15063, -0.855095, 5, 0.196821
49.2, 214.02, -1.20046, -0.850968, 5, 0.210205
49.21, 214.063, -1.24985, -0.84656, 5, 0.223745
49.22, 214.107, -1.2988, -0.841864, 5, 0.237447
49.23, 214.15, -1.34727, -0.836877, 5, 0.251318
49.24, 214.194, -1.39524, -0.831593, 5, 0.265363
49.25, 214.237, -1.4427, -0.826004, 5, 0.279586
49.26, 214.281, -1.4896, -0.820106, 5, 0.29399
49.27, 214.324, -1.53595, -0.813891, 5, 0.308578
49.28, 214.368, -1.5817, -0.807353, 5, 0.32335
49.29, 214.411, -1.62685, -0.800485, 5, 0.338307
49.3, 214.455, -1.67136, -0.793277, 5, 0.353447
49.31, 214.498, -1.71522, -0.785724, 5, 0.368768
49.32, 214.542, -1.75841, -0.777817, 5, 0.384263
49.33, 214.585, -1.80091, -0.769547, 5, 0.399929
49.34, 214.629, -1.84269, -0.760906, 5, 0.415755
49.35, 214.672, -1.88374, -0.751884, 5, 0.431733
49.36, 214.716, -1.92404, -0.742474, 5, 0.447851
49.37, 214.759, -1.96357, -0.732665, 5, 0.464095
49.38, 214.803, -2.00231, -0.722448, 5, 0.480449
49.39, 214.846, -2.04024, -0.711814, 5, 0.496895
